timestamp,open,high,low,close,volume
2019-03-20,269.6900,274.9700,266.3000,273.6000,6908224
2019-03-19,267.5000,273.3000,263.4600,267.4700,11800630
2019-03-18,276.0000,278.0500,267.3000,269.4900,10280980
2019-03-15,283.5100,283.7244,274.4000,275.4300,14785531
2019-03-14,292.4500,295.3900,288.2900,289.9600,7103447
2019-03-13,283.9000,291.9900,282.7000,288.9600,6844719
2019-03-12,286.4900,288.0700,281.0600,283.3600,7504137
2019-03-11,283.5200,291.2800,280.5000,290.9200,7392278
2019-03-08,276.9100,285.5900,275.8900,284.1400,8819625
2019-03-07,278.8400,284.7000,274.2500,276.5900,9442483
2019-03-06,276.4800,281.5058,274.3900,276.2400,10335485
2019-03-05,282.0000,284.0000,270.1000,276.5400,18764740
2019-03-04,298.1200,299.0000,282.7800,285.3600,17096818
2019-03-01,306.9400,307.1300,291.9000,294.7900,22911375
2019-02-28,318.9200,320.0000,310.8100,319.8800,10520653
2019-02-27,301.7800,316.2950,300.5500,314.7400,11183908
2019-02-26,292.2200,302.0100,288.7701,297.8600,8582535
2019-02-25,297.9100,302.9044,297.0005,298.7700,6626522
2019-02-22,294.4900,296.5000,292.1000,294.7100,5740558
2019-02-21,301.8100,303.2399,290.5000,291.2300,8909182
2019-02-20,304.4100,306.3000,299.0000,302.5600,7142117
2019-02-19,306.5600,311.5442,305.4700,305.6400,4168443
2019-02-15,304.5000,308.0000,303.9000,307.8800,3904947
2019-02-14,303.3800,306.7700,301.0000,303.7700,5200832
2019-02-13,312.3500,312.7500,305.5700,308.1700,5141617
2019-02-12,316.2000,318.1900,309.6200,311.8100,5517570
2019-02-11,311.6000,318.6000,310.5000,312.8400,7129713
2019-02-08,306.8300,307.4450,298.5000,305.8000,5844212
2019-02-07,313.3000,314.7000,303.0000,307.5100,6520611
2019-02-06,319.5900,324.2400,315.6240,317.2200,5038546
2019-02-05,312.4900,322.4400,312.2494,321.3500,6742765
2019-02-04,312.9800,315.3000,301.8800,312.8900,7352082
2019-02-01,305.4200,316.1000,303.5000,312.2100,7283441
2019-01-31,301.0000,311.5636,294.0000,307.0200,12569245
2019-01-30,300.4500,309.0000,298.4900,308.7700,11250318
